task	query	url	rank	query_relevance	task_relevance
11	 陈明游泳馆学生票价格及办理游泳卡价格	http://zh.wikipedia.org/wiki/%E6%B8%85%E5%8D%8E%E5%A4%A7%E5%AD%A6%E6%B8%B8%E6%B3%B3%E9%A6%86	9	0	0
2	河北游玩 5月  一周	http://news.sjz.fang.com/2016-05-06/20965776.htm	4	0	0
2	 北京周边旅游桃山湖	http://www.cclycs.com/a141715.html	7	2	3
3	死飞自行车 注意事项	http://roll.sohu.com/20130322/n369791912.shtml	8	3	2
1	 适合新员工培训时采用，大约十人参与的破冰游戏	http://www.wenku1.com/list/%E5%9F%B9%E8%AE%AD%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F/	4	2	2
3	 死飞自行车 清华大学	http://xian.kuyiso.com/fenghuangzxc/vve7_r800-1000/	9	2	2
3	 北京 死飞自行车哪里可以买到	http://china.makepolo.com/product-detail/100259091599.html	0	3	2
4	 国际航班 行李	http://www.douban.com/group/topic/52840755/	7	3	3
7	 如何戒烟	http://www.bitauto.com/hot/sjwyr/fangfa/946.shtml	8	3	3
10	iPhone6中国售价	http://n.cztv.com/national/380152.html	5	1	1
3	 清华附近 死飞	http://www.dianping.com/search/around/2/0_6007914	1	2	2
10	iPhone6 售价	http://product.it168.com/detail/doc/844554/index.shtml	0	3	3
10	 iphone6 香港售价	http://www.chinabgao.com/stat/stats/37164.html	8	3	2
2	北京的周边旅行，交通，住宿	http://beijing.cncn.com/ticket/82965384860	9	3	3
3	京东 死飞自行车	http://club.jd.com/review/10619550263-1-1.html	2	3	1
11	清华大学陈明游泳馆 学生办卡	http://bj.meituan.com/deal/868768.html?/r/i247516	5	1	3
10	 国内iphone6售价	http://www.to8to.com/ask/k2942765.html	0	0	0
8	 谷歌眼镜使用方法	http://www.17house.com/know/ask/52/212505.htm	2	3	3
10	 从香港购买iphone带回国内是否需要缴纳关税	http://ask.zol.com.cn/q/477487.html	7	1	0
8	 “谷歌眼镜”	http://www.hjenglish.com/zt/googleglass/	0	3	3
2	  北京周边适合7日游攻略	http://www.ptotour.com/s/135036.html	6	1	1
4	国际航班 必须托运的东西	http://k.pconline.com.cn/question/384577.html	9	3	3
8	 谷歌眼镜的功能 使用方式 售价	http://tech.ifeng.com/a/20171128/44780395_0.shtml?_cpb_pindaotj2	5	3	3
11	 清华大学游泳馆价格	http://bj.ganji.com/youyong/beidaqinghua/	5	0	1
11	陈明游泳馆 冬季	http://news.jsdushi.net/2017/1120/174505.shtml	8	0	0
2	 北京周边 短期度假 攻略	http://travel.sina.com.cn/hebei-meiwen-lvyou/1/pn/9/	6	2	2
11	 清华 陈明游泳馆 票价	http://www.dianping.com/review/21841990	9	3	3
7	戒烟的好处	http://www.tobaccochina.com/culture/encyclopedia/knowledge/20144/2014331143047_614256.shtml	5	3	3
2	 北京 五一 旅游	http://www.aoyou.com/news/n8850/	6	3	1
2	妙峰山 住宿价格	http://www.nduotuan.com/wuxi/item/4995175	7	2	1
12	 辽宁号 战略作用	http://ido.3mt.com.cn/Article/201405/show3662982c30p1.html	3	1	1
10	香港iPhone6价格 	http://www.mafengwo.cn/wenda/detail-2123026.html	1	3	2
7	 戒烟的有效方式	http://www.tobaccochina.com/shidian/yanlun/20165/2016513152626_723625.shtml	7	2	2
12	 辽宁号参数信息	http://detail.etao.com/27465060932.htm	6	0	0
10	香港 iphone6 入境关税	http://it.southcn.com/9/2014-09/29/content_109407485.htm	2	3	3
1	 破冰游戏 面试	http://www.yiweiqingnian.org/home/tools/detail/id/47.html	0	0	0
2	 北京周边度假	http://bj.ganji.com/site/s/_%E5%8C%97%E4%BA%AC%E5%91%A8%E8%BE%B9%E5%BA%A6%E5%81%87/	7	3	2
2	 北京周边七日游	http://baike.1688.com/doc/view-d43613953.html	9	1	1
8	 googleglass报价	http://product.pchome.net/other4_google_googleglass/393178.html	4	1	1
11	 清华大学 陈明游泳馆	http://www.meituan.com/comment-poi-22498	8	3	3
10	 香港iPhone6价格 关税	http://home.ttymq.com/space-80361-do-blog-id-92395.html	7	2	2
3	清华附近死飞的价格	http://bj.58.com/qinghuadaxue/changdizixingche/1/	0	1	1
7	 戒烟好不好	http://bbs.szhome.com/0-0-detail-30185180-0-0-3.html	3	2	1
4	国际航班什么东西必须手提	http://iask.sina.com.cn/key/5a18d46d84aedabb5c07a162.html	3	1	1
3	清华大学贴吧	http://www.tsinghua.edn.cn/	1	3	0
10	iphone6香港官网	http://guba.eastmoney.com/news,002182,123089142.html	3	1	2
11	 清华大学游泳馆 学生价格	http://sales.hlgnet.com/info/1464951/	8	1	1
3	 清华附近死飞购买	http://iask.sina.com.cn/key/59afc10584aec7df125fa254.html	0	3	3
10	香港买iphone6	http://news.tootour.com/a/73101.aspx	0	2	2
3	清华 死飞 哪里有卖	http://www.fuwo.com/ask/2492975.html	1	1	1
10	香港买iphone6	http://place.qyer.com/mguide/1866	3	3	3
4	 国际航班行李尺寸	http://max.book118.com/html/2017/0518/107509086.shtm	8	3	3
12	 辽宁号优势劣势	http://news.xinmin.cn/world/2016/11/29/30640908.html	5	2	1
4	 国际航班手提和托运行李的要求	http://www.wenku1.com/list/%E5%9B%BD%E8%88%AA%E5%9B%BD%E9%99%85%E8%A1%8C%E6%9D%8E%E6%89%98%E8%BF%90%E8%A7%84%E5%AE%9A/	7	3	3
2	 北京周边旅游一周	http://www.dianping.com/review/23876948	9	1	1
10	 iPhone6 港版是否支持国内运营商	http://it.21cn.com/prnews/a/2014/0902/19/28151582.shtml	5	0	0
3	京东商城	http://www.jd.com/intro/about.aspx	0	3	3
10	香港 iphone 入境关税	http://economy.southcn.com/e/2015-10/10/content_134387928.htm	5	3	2
10	 iphone6港版要交关税吗	http://kuaidi.ping-jia.net/wenti-kgkghgtiieiiuiebkgg.htm	6	2	2
1	适合新员工培训时采用，大约十人参与的破冰游戏的玩法	http://www.wenku1.com/list/%E5%9F%B9%E8%AE%AD%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F/	3	2	2
2	 北京周边景点　方便便宜著名	http://www.mafengwo.cn/wenda/detail-2888798.html	8	2	1
2	 北京周边 短期度假 攻略	http://weibo.com/5591059135/CynsEz8HQ	1	1	1
10	香港 iphone6 入境关税	http://www.yixieshi.com/19108.html?tn=gongxinjun.com	7	1	1
12	 辽宁号 信息	https://lt.cjdby.net/thread-1468661-1-1.html	7	1	1
11	 清华大学陈明游泳馆 营业时间	http://www.meituan.com/shop/22498	2	3	3
10	港版iphone6支持联通	http://tieba.baidu.com/p/3306838714	0	3	2
12	 辽宁号的优劣势	http://www.baofeng.com/video/305/video-37-3667805.html	7	0	0
3	清华大学西门实体店 死飞自行车	http://youbian.mapbar.com/luoyang_5D0/	2	0	0
10	 iphone6售价 国内	http://www.douban.com/group/topic/54488926/	3	3	2
3	 北京 死飞自行车	http://huaban.com/pins/218777142/	8	0	0
12	辽宁号的历史，航母能起到的战略作用，相对于其他国家的航母，辽宁号的优势和劣势等信息	http://news.xinmin.cn/world/2016/11/29/30640908.html	9	3	1
3	 死飞自行车 	http://china.coovee.net/business1/SmallSort6279953/Index.Html	9	0	0
12	 辽宁舰 数据	http://www.jyeoo.com/math/ques/detail/4e1d084a-92d8-41a2-9313-828bb5a597db	3	1	0
11	 清华大学游泳馆学生游泳卡价格	http://www.btsmth.com/show_topic.php?en_name=SecondMarket&gid=1511486	3	0	0
3	 清华附近自行车 价格	http://beijing.qd8.com.cn/gongluche/beidaqinghua/	1	3	2
8	 谷歌眼镜购买	http://tech.ifeng.com/a/20141125/40879200_0.shtml	7	1	1
4	 国际航班对行李公斤限额	https://wenku.baidu.com/view/7b5a2eb469dc5022aaea00a1.html	1	3	3
12	辽宁号的优势	http://news.sina.com.cn/c/2012-11-22/035925633396.shtml	8	0	0
2	张家口的草原天路	http://hebei.news.163.com/14/0820/17/A43VP75902790BGH_2.html	7	3	2
3	海淀死飞店	http://www.dianping.com/review/62497991	4	3	2
2	 北京周边景区 交通	http://www.mafengwo.cn/wenda/detail-5710971.html	6	2	1
12	辽宁号的优势和劣势	http://lt.cjdby.net/archiver/t-1692672-1-%E8%BD%BD%E6%9C%BA%E5%8D%81%E5%87%A0%E6%9E%B6%E7%9A%8422DDH%E5%87%BA%E4%BA%91%E5%8F%B7%E9%A9%B1%E9%80%90%E8%88%B0%EF%BC%8C%E6%B5%B7%E7%A9%BA%E5%A8%81%E6%85%91%E5%8A%9B%E4%B8%8D%E4%BC%9A%E4%BA%9A%E4%BA%8E%E8%BD%BD%E6%9C%BA36%E6%9E%B6%E7%9A%84%E8%BE%BD%E5%AE%81%E5%8F%B7%E5%B7%A1%E6%B4%8B%E8%88%B0.html	2	2	2
4	        国际航班对行李的限制	http://www.360doc.com/content/16/0304/08/477274_539267630.shtml	0	3	3
3	 清华大学附近自行车店	http://poi.mapbar.com/beijing/MAPIFMHWXMXICBYBQNYOC	2	2	0
4	国际航班 手提行李 液体	http://ask.qyer.com/question/959067.html	8	3	3
7	 戒烟方式，好处及副作用	http://www.39yst.com/flist/848517-1.html	3	1	0
4	 飞美国 不能托运	http://www.nbd.com.cn/articles/2017-05-19/1108012.html	5	0	0
1	新员工培训时采用，大约十人参与的破冰游戏的玩法	http://www.wenku1.com/list/%E5%9F%B9%E8%AE%AD%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F/	2	2	2
3	清华大学附近 死飞自行车	http://zhangjiakou.baixing.com/ershouzixingche/m37563/	8	2	2
11	 清华大学陈明游泳馆 学生票价	https://www.dianping.com/review/40777252	2	3	2
8	 谷歌眼镜　功能	http://www.360doc.com/content/13/0301/11/11530876_268609046.shtml	7	1	1
12	航空母舰	http://www.yoka.com/dna/71/357/index.html	7	0	0
2	 五月 北京周边游	http://bbs.55bbs.com/thread-862371-1-1.html	9	1	1
4	 飞美国航班 行李规格	http://www.chineseinla.com/keyword/id_35620/keyid_1305676.html	3	2	2
4	 国际航空不能托运的	http://news.dahe.cn/2015/10-02/105742994.html	8	3	1
10	 iphone6港版要交关税吗	http://chicago.nychinaren.com/kw/id_10224/keyid_6849.html	4	2	2
4	 国际航班手提和托运行李的要求液体	http://www.gzcxx.com/news/?s=%E9%A3%9E%E6%9C%BA%E6%89%98%E8%BF%90%E8%A1%8C%E6%9D%8E%E8%A7%84%E5%AE%9A%E6%B6%B2%E4%BD%93	1	3	2
3	 清华大学附近的自行车行	http://bj.city8.com/zhuanyejigou/3292943_b0xr.html	8	0	0
4	国际航班 液体	http://kuaidi.ping-jia.net/wenti-idedakthh.htm?WebShieldDRSessionVerify=oLST4C9KXiEhB18KRYEC	5	2	2
10	 iphone6内地香港价格	http://wxn.qq.com/cmsid/JSC2014100700555401	3	2	3
2	 死飞 自行车	http://danche.xout.cn/xinwen/106796.html	9	0	1
3	死飞自行车 价位	http://coolsifei.com/	0	0	0
4	国际航班手提行李能放多少液体	http://www.hui-chao.com/zx-zabqjnbjc.html	0	3	2
10	在香港买iPhone6	http://place.qyer.com/mguide/1866	9	3	3
10	 国内iphone6售价	http://www.askci.com/news/2014/09/01/1343476mye.shtml	1	3	2
11	 清华大学地图	http://www.meet99.com/map-qinghuadaxue.html	5	3	0
3	死飞自行车 选购注意事项	http://zhishi.maigoo.com/51034.html	5	0	0
12	 辽宁号　基本信息	https://lt.cjdby.net/thread-1484313-1-1.html	1	0	0
4	 国际航班行李尺寸	http://ask.qyer.com/question/791205.html	4	2	2
3	死飞自行车 如何挑选	http://www.chinadmd.com/file/orverwxeipvixvupuxoreo6e_1.html	6	3	1
11	 清华大学游泳馆 所在地 开放时间 学生票价格 办理游泳卡价格	http://bj.58.com/qinghuadaxue/jianshenzx/	7	1	1
3	死飞自行车 购买注意	http://www.fuwo.com/ask/2496151.html	4	3	2
4	 国际航班 行李	http://www.wenku1.com/list/%E5%9B%BD%E9%99%85%E8%88%AA%E7%8F%AD%E6%89%98%E8%BF%90%E8%A1%8C%E6%9D%8E%E9%87%8D%E9%87%8F/	6	3	3
10	apple 香港 官网	http://zhuangshi.hui-chao.com/jiaju_171637225.htm	3	3	1
2	5月去秦皇岛旅游多少钱	http://www.yuelvxing.com/seek/f/306637	3	2	2
3	 清华大学附近自行车店死飞	http://www.baixing.com/ershouzixingche/m177880/	3	1	3
2	野三坡 旅游 价格	http://www.17u.net/wd/xianlu/4732410	7	3	2
4	 飞美国 哪些行李必须托运	http://www.meijialx.com/city-detail-content/info_id:34020	2	1	1
4	 国际航班 行李 必须随身携带	http://baike.1688.com/doc/view-d43373428.html	3	1	1
3	北京死飞购买渠道	http://s.114chn.com/s-p-g05icpri-D26BBED3C3B74A4E8D619D1E29B3D663.html	3	1	1
2	去哪儿	http://open.qunar.com/	1	2	1
2	北京周边适合游玩的地方	http://www.mafengwo.cn/wenda/detail-9289632.html	3	3	1
8	 Google Glass 3 Function	http://abcnews.go.com/Technology/google-glass-googles-wearable-gadget/story?id=19091948	9	3	2
10	香港iphone6 是否支持内地运营商	http://bbs.feng.com/read-htm-tid-8801549.html	1	0	0
2	白洋淀 旅游攻略	http://www.lvmama.com/guide/2010/0921-42689-4.html	4	0	0
3	死飞公园 价格	http://www.huangye88.com/product/sifeiyangba9753095.html	7	0	0
11	 清华大学　游泳馆	http://bj.58.com/qinghuadaxue/youyongpiao/	9	1	1
2	 5月份北京周边的旅游去处	http://www.bjsoyo.com/news/04/238816.shtml	3	3	3
1	 10个新员工培训时的破冰游戏 百度文库	http://www.wenku1.com/list/%E6%96%B0%E5%91%98%E5%B7%A5%E5%9F%B9%E8%AE%AD%E7%A0%B4%E5%86%B0%E5%BC%80%E5%9C%BA%E7%99%BD/	7	2	2
4	 飞美国 必须随身	http://www.nbd.com.cn/articles/2017-05-19/1108012.html	0	1	0
2	山东 住宿 	http://www.lvyou114.com/nav/shandong/zhusu	7	1	0
1	 十人团队破冰游戏	http://www.wenku1.com/list/%E5%9B%A2%E9%98%9F%E6%88%B7%E5%A4%96%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F%E5%A4%A7%E5%85%A8/	8	2	2
10	香港苹果官网	http://search.liqucn.com/topic/2824222.shtml	3	1	1
12	辽宁号 相比于其他国家 优劣势	http://www.kanzhun.com/lunwen/548897.html	8	0	0
4	 国际航班 违禁物品	http://ask.wenku1.com/question/%E5%9B%BD%E9%99%85%E8%88%AA%E7%8F%AD%E7%99%BB%E6%9C%BA%E6%B3%A8%E6%84%8F%E4%BA%8B%E9%A1%B9.htm	4	2	2
3	 死飞自行车实体店 清华大学附近	http://hengshui.kuyiso.com/zixingche/vve7_r600-800_pgsize150/	4	1	1
1	 10人 破冰游戏	http://www.chinadmd.com/theme/7O6ht6H0DAM5b0KH7L0OOI9876758J8b8F8609B0/	5	2	2
10	香港买iphone	http://travel.163.com/14/0913/13/A61B5Q4400063JSA.html	3	3	1
10	从香港买iphone要收关税吗	http://ask.zol.com.cn/q/477487.html	3	2	2
2	 北京周边五月旅游	http://s.cncn.com/beijing/cee5d4c2b3f6d3ce	9	3	3
10	 港版 iPhone	http://product.pcpop.com/series/000010708/Index.html	2	1	1
3	Makara死飞公园 价位	http://www.nuomi.com/shop/16940336	0	2	1
3	清华 死飞自行车 哪里有卖	http://bbs.xmfish.com/read-htm-tid-7280631.html	0	3	3
3	清华大学附近 购买死飞 	http://fenlei.iask.sina.com.cn/detail/12074626.html	5	0	0
3	死飞 店 清华	http://db.house.qq.com/bj_3473/info.html	5	1	0
3	清华附近购买死飞	http://www.douban.com/group/topic/56741700/	6	2	0
11	 清华大学陈明游泳馆办卡	https://www.ezsmth.com/topic/SecondMarket/1141735	2	2	2
10	 国内和香港iPhone6价格比较	http://kuaidi.ping-jia.net/wenti-aeubhbeiudaeddthtu.htm	7	3	3
3	死飞自行车 哪里有卖	http://www.fuwo.com/ask/2496151.html	7	3	2
2	 5月 北京周边	http://www.nettvl.com/zl/q-311229.html	3	3	3
2	 夏天北京周边去哪玩	http://www.iflying.com/youji/206669.html	1	3	3
1	 破冰游戏 面试	http://www.360doc.com/content/15/1220/14/29557814_521716186.shtml	5	1	3
2	 五月 北京周边游	http://www.lotour.com/zhengwen/m5-z1020-p7	5	2	2
3	 清华附近购买死飞自行车渠道	http://www.chinanews.com/gj/2013/06-26/4969629.shtml	5	0	0
1	 破冰游戏 员工培训	http://www.tuozhan110.com/tzyx/pbyx/2082.html	7	3	3
2	5月 北京周边旅行	http://ask.qyer.com/question/1511128.html	6	3	2
12	相比于其他航母辽宁号的优劣	http://www.sy456.com/rbjzcthm/rbhmsl/question_17885.html	7	0	0
4	 飞美国航班 行李限制	http://ask.qyer.com/question/74618.html	3	2	1
7	戒烟的好处	http://www.haodf.com/zhuanjiaguandian/wangyonglong_1387614662.htm	9	3	3
3	 清华大学附近的自行车行	http://ditu.city8.com/bj/zhuanyejigou/3292951_GRUH_address	1	3	2
12	辽辽宁号相对国外航母的优势和劣势	http://www.360doc.com/content/16/0601/14/481264_564178950.shtml	5	2	2
10	 香港iPhone6价格 运营商	http://www.oeeee.com/html/201501/23/241400.html	1	2	2
3	清华西门的死飞自行车多少钱	http://www.uukkuu.com/v2139349944527250188/	3	1	1
4	国际航班 手提行李 液体	http://ishare.iask.sina.com.cn/f/30LIB5mCesd.html	4	2	2
10	内地运营商是否支持港版iphone6	http://www.chinanews.com/it/2014/09-03/6556540.shtml	3	2	2
10	港版iphone6 联通	http://product.pcpop.com/000317875/PriceShop.html	5	1	2
2	 5月北京周边旅游	http://www.fang.com/ask/travel/TravelAnswer_7650882_0/	3	1	1
4	 国际航班行李须知	http://big5.airchina.com.cn/cn/info/index.shtml	7	2	2
11	 清华大学陈明游泳馆 学生票价	http://www.dianping.com/shop/2340301/map	8	1	3
10	 iphone6国内售价	http://news.e23.cn/content/2014-10-06/2014A0600049.html	0	3	2
12	 辽宁号优势与缺点	http://mil.news.sina.com.cn/2015-08-17/1053837203.html	4	0	0
4	国际航班 必须托运	http://xl.xkyn.com/zixun-bbggnckevvgbnabvanp.htm	6	2	1
1	 10个新员工培训时的破冰游戏 百度文库	http://www.hrloo.com/qa/t/398542	6	1	1
3	清华大学 死飞 价格 注意事项	http://ncbgy.cn/	7	0	0
4	 国际航班 行李 规定 2017	https://www.keyunzhan.com/knews-440955/	4	3	3
10	苹果官网	http://store.apple.com/tw	6	3	1
4	        国际航班对行李的限制	http://iask.sina.com.cn/key/59a969a984aec7df12527202.html	3	3	2
11	 清华游游泳馆的开放时间，票价	http://news.xinhuanet.com/2017-03/27/c_1120701930.htm	5	1	0
10	 去香港买iphone6	http://bbs.16fan.com/thread-345916-1-1.html	0	2	2
11	 清华大学游泳馆 学生价格	http://www.dianping.com/review/60131989	5	3	3
4	国际航班 必须托运的物体	http://www.fengniao.com/pe/0_673471.html	3	1	2
4	 国际航班 托运行李 限制	http://xl.xkyn.com/zixun-vaeakqgcanqpbeggvv.htm	4	3	3
3	酷死飞	https://www.qinglongc.com/shop55742/	4	1	1
2	  北京周边在自由行攻略	http://www.oh100.com/lvyou/813853.html	2	3	3
11	清华游泳馆 开放时间	http://www.newsmth.net/bbstcon.php?board=Swimming&gid=774502	6	1	1
2	 北京周边 休假	http://bbs.beibaotu.com/thread-1130543-1-1.html	8	0	0
4	 国际航班 行李	http://www.newsmth.net/nForum/article/Flyers/138695	8	3	1
4	 国际航班 液体行李	http://www.centrair.jp/ch/passenger_guide/liquid/	2	3	2
11	 清华游泳馆 冬季开放时间	http://ms.ncnews.com.cn/w953216-1-1	7	0	0
4	 国际航班对手提行李的重量限制体积限制	http://www.wenku1.com/list/%E5%9B%BD%E9%99%85%E8%88%AA%E7%8F%AD%E8%A1%8C%E6%9D%8E%E7%AE%B1%E9%87%8D%E9%87%8F/	4	2	2
12	 辽宁号战略意义	http://bbs.tianya.cn/post-news-261694-1.shtml	5	1	1
3	北京死飞购买渠道	http://www.ce.cn/cysc/zljd/yqhz/201704/05/t20170405_21718322.shtml	8	0	0
3	 死飞自行车实体店 清华大学附近	http://chongqing.kuyiso.com/pulinzxc/vve7_r3000-999999/	6	3	3
12	 辽宁号历史	http://365jia.cn/news/imglist/2012-09-11/CE9BE5C26013DAAF.html	1	0	0
2	 北京周边旅游，价格等	http://www.17u.net/wd/xianlu/6419045	6	3	3
10	港版手机 国内运营商	http://iask.sina.com.cn/key/598d559584ae830db7abe1a1.html	1	2	1
8	 谷歌眼镜使用方式	http://www.yoka.com/dna/206/63/index.html	9	1	1
7	戒烟的有效途径	http://www.cnncw.cn/2017/0416/159373.shtml	9	3	3
3	北京 久裕	https://www.taobao.com/oshtml/xianyu-cn/cp_y8C3yb7D1KO7qLnE.html	9	3	3
3	清华附近死飞的价格	http://www.baixing.com/ershouzixingche/?query=%E9%93%9D	7	2	2
4	国际航班必须手提	http://news.eastday.com/w/20170529/u1ai10612947.html	3	1	1
4	 飞美国 行李携带说明	http://www.mafengwo.cn/wenda/detail-5168351.html	3	1	3
10	 香港iPhone6购买	http://news.tootour.com/a/73101.aspx	5	2	2
10	港版iphone6 电信服务商	http://www.fuwo.com/ask/4135216.html	1	3	2
12	辽宁号的基本信息（如排水量，舰长，舷宽，船员人数，航速，武器装备等）	http://www.huaxia.com/jjtw/twgk/2003/07/177234.html	7	1	0
10	内地运营商是否支持港版iphone6	http://tech.sina.com.cn/t/2014-09-02/18159591014.shtml	0	2	2
4	 国际航班随身行李尺寸	http://blog.sohu.com/people/tan3hz38shang/258169711.html	2	2	2
11	清华大学陈明游泳馆 学生办卡	http://www.dianping.com/shop/2340301/map	9	2	3
4	 国际航班行李	http://www.douban.com/group/topic/52840755/	7	3	3
8	 谷歌眼镜使用方法	http://www.pps.tv/w_19rr85vu7p.html	0	2	2
7	 戒烟后不良症状	http://baike.1688.com/doc/view-d42640510.html	9	3	3
3	 死飞自行车	http://search.suning.com/0148v.html	1	3	3
3	京东商城	http://finance.ifeng.com/company/data/news/3070.shtml	6	2	0
2	5月 北京周边旅行 消费 体验	http://www.sohu.com/a/137831686_114731	1	2	1
3	天猫	http://heilanhome.tmall.com/	9	3	3
2	 北京周边游玩地点	http://travel.qunar.com/p-cs299914-beijing-zhoubian-2-1-189	5	3	3
12	辽宁号 其他航母对比	http://www.chinaiiss.com/comment/237/90300.html	1	1	1
3	清华大学附近 购买死飞 	http://bbs.55bbs.com/thread-2103436-1-1.html	9	0	0
10	 iphone6港版是否支持国内运营商	http://www.zhihu.com/question/25287252/answer/30376012	0	3	3
2	 北京周边旅游花费	http://www.cncn.com/xianlu/527092989346/relate	7	3	2
10	从香港买iphone要收关税吗	http://baike.1688.com/doc/view-d31439625.html	4	2	2
3	makara 价格 	http://www.mafengwo.cn/hotel/jd6517617_pp17731.html	5	0	0
3	北京 久裕 死飞	https://www.taobao.com/oshtml/xianyu-cn/cp_y8C3ybrzu6i5xA.html	6	1	2
7	 戒烟 有效方式	https://www.douban.com/note/300082114/	8	0	0
3	清华附近	http://bbs.kaoyan.com/t1724809p1	7	3	0
1	 破冰游戏十人	http://ask.wenku1.com/question/%E5%9F%BA%E7%9D%A3%E6%95%99%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F%E5%A4%A7%E5%85%A8.htm	9	2	2
8	 谷歌眼镜的使用方法	http://v.qq.com/page/t/p/r/t01132b4epr.html	6	3	3
11	 清华大学陈明游泳馆	http://www.dianping.com/review/21841990	5	3	3
2	 北京周边景点	http://www.cunlvyou.com/	9	3	2
4	 飞美国航班 行李规格	http://www.360doc.com/content/17/0331/22/1120683_641825298.shtml	0	3	2
8	 谷歌眼镜　功能	http://www.17house.com/jingyan/ask/52/1171214.htm	9	3	3
3	清华大学附近买一辆死飞自行车	http://www.anjuke.com/ask/view/904764	1	0	0
2	北戴河酒店	http://www.beidaihe186.com/zs_daquan.php	5	3	1
11	 陈明游泳馆学生票价格及办理游泳卡价格	http://www.meituan.com/comment-poi-22498	2	1	3
11	 清华大学陈明游泳馆具体位置	http://www.400org.com/view/010-62792475	6	2	2
4	 国际航班 托运行李限制	http://www.airchina.com.cn/cn/trans_conditions/943.shtml	9	1	1
10	iphone6 香港	http://bbs.16fan.com/thread-334635-1-1.html	0	3	2
4	 美国 托运禁止物品	http://parents.tiandaoedu.com/ready/31227.html	0	3	1
3	 死飞自行车　清华	http://news.enorth.com.cn/system/2013/05/21/010979132.shtml	8	1	0
7	戒烟好处	http://www.haodf.com/zhuanjiaguandian/wangyonglong_1387614662.htm	8	3	3
3	死飞自行车 	http://www.imbiker.cn/company/list-248.html	3	3	3
10	iPhone关税	http://tech.163.com/16/1115/00/C5SFARJE00097U7R.html	6	1	1
2	 北京周边景区 路线	http://www.cunlvyou.com/	8	2	2
12	辽宁号 其他航母对比	http://v.163.com/paike/VBTBV1UJB/VBUSJ2O1H.html	4	1	1
1	 10个新员工培训时的破冰游戏	http://www.wenku1.com/list/%E5%9F%B9%E8%AE%AD%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F/	6	2	2
3	地图	http://beijing.edushi.com/	1	3	0
2	 5月 北京周边 度假	http://www.haotour.com.cn/s/134944.html	2	1	1
4	 国际航空 违禁物品	http://cn.flyasiana.com/C/ch/homepage.do?menuId=003006006002000&menuType=CMS	1	2	1
2	大溪地度假村 蚂蜂窝	http://www.haotour.com.cn/s/110871.html	5	1	1
10	京东	http://dongdong.jd.com/	1	2	0
12	 辽宁号特点	http://club.xilu.com/emas/msgview-821955-5385483.html	4	3	3
4	 国际航班 行李携带须知	http://www.chinadmd.com/file/spocpsipprsiax6ztupicezr_2.html	5	2	2
3	 死飞自行车实体店 清华大学附近	http://xian.kuyiso.com/fenghuangzxc/vve7_r800-1000/	7	1	3
12	辽宁号 与各国航母比较	http://bbs.voc.com.cn/viewthread.php?tid=6750936	7	3	3
4	国际航班什么东西必须手提	http://iask.sina.com.cn/key/599d42b484ae830db7fbf421.html	2	3	3
11	 陈明游泳馆学生票价格及办理游泳卡价格	http://www.meituan.com/brand/chenmingyouyongguan	1	1	3
3	死飞报价	http://search.suning.com/080ff.html	2	3	3
2	 北京周边 十天旅游	https://www.keyunzhan.com/tianqi/zhurihe	7	1	0
10	 iPhone 6 港版报价	http://product.pcpop.com/000696155/Index.html	0	0	0
4	国际航班对手提行李的重量限制体积限制	http://iask.sina.com.cn/key/59e87c9684ae9023e958568e.html	3	3	3
10	港版iphone6 税	http://www.customslawyer.cn/xfsd/wptg/201409/61496.html	1	2	2
11	 清华 陈明游泳馆 票价	http://bj.meituan.com/deal/consultations/868768/hidden	4	2	2
10	iPhone6港版 国内运营商	http://www.zhihu.com/question/25285069/answer/30903180	3	2	2
8	 Google Glass 3 Function	https://searchengineland.com/how-search-works-on-google-glass-160112	4	3	2
10	港版iphone6 税	http://finance.chinanews.com/it/2014/09-25/6631233.shtml	7	1	1
2	 北京周边旅游花费	http://lxs.cncn.com/82954/n571713	5	2	2
4	 国际航班 行李 必须随身携带	http://ishare.iask.sina.com.cn/f/32Z7pqWJNCJ.html	5	3	3
4	 国际航班 行李限制	http://finance.jrj.com.cn/2017/03/22102122209769.shtml	4	3	3
1	 公司 破冰	http://www.11467.com/changsha/co/215368.htm	8	1	0
2	 北京 五一 黄金海岸	http://www.tuniu.com/g42952/whole-all-0/	3	3	1
4	        国际航班对行李的限制	http://m.yiqifei.com/i/article/23559.html	5	3	3
11	 清华大学游泳馆 学生价格	http://www.dianping.com/review/62995129	4	3	3
12	辽宁号 其他航母对比	http://bbs.gxsky.com/thread-11196138-1-1.html	0	3	3
12	 辽宁舰优势 劣势	https://lt.cjdby.net/thread-1721177-1-1.html	2	0	0
8	 Google眼镜功能用法	http://www.aliyun.com/ss/6LC35q2M55y86ZWc5pyJ5LuA5LmI5Yqf6IO9	8	2	2
3	死飞自行车 哪里有卖	http://www.51sole.com/so1673503.html	0	3	1
