,id,studentID,task_id,answer,content
240,345,2016211684,1,        十位新员工 培训 破冰游戏,"TIMESTAMP=1513239204151	USER=2016211684	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        十位新员工 培训 破冰游戏
"
241,346,2014310881,12,        排水量高达67500吨，是世界上第二大的航母。它是由红色企业家徐增平从乌克兰购买回来的。对我国的海上作战指导，防护有着重要的战略意义。但与美国的航母等比较，作战能力还有差距。,"TIMESTAMP=1513238094350	USER=2014310881	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=        排水量高达67500吨，是世界上第二大的航母。它是由红色企业家徐增平从乌克兰购买回来的。对我国的海上作战指导，防护有着重要的战略意义。但与美国的航母等比较，作战能力还有差距。
"
242,347,2014310881,4,        国际航班手提行李的重量体积要求，托运行李的重量体积要求。以及哪些行李必须手提哪些行李必须托运，以及液体携带的要求等。,"TIMESTAMP=1513238197728	USER=2014310881	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        国际航班手提行李的重量体积要求，托运行李的重量体积要求。以及哪些行李必须手提哪些行李必须托运，以及液体携带的要求等。
"
243,348,2016211684,1,"魔法师变石头
一个人当作魔法师，用气球去砸剩下的人，被砸中的人变石头，只有两个人手拉手才能不被变石头，变成石头的人表演节目。","TIMESTAMP=1513239566356	USER=2016211684	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=魔法师变石头
一个人当作魔法师，用气球去砸剩下的人，被砸中的人变石头，只有两个人手拉手才能不被变石头，变成石头的人表演节目。
"
244,349,2016211684,2,        五月假期一周 北京周围游玩 花费 价值 方便程度,"TIMESTAMP=1513239635073	USER=2016211684	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        五月假期一周 北京周围游玩 花费 价值 方便程度
"
245,350,2014310881,4,"        1.手提行李三边不超过55cm,40cm,20cm.2.手提行李重量不超过10公斤。3.手提行李里不能携带液体，枪支，刀具，活体动物以及带有明显异味的物品（海鲜，榴莲等）。","TIMESTAMP=1513238887701	USER=2014310881	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        1.手提行李三边不超过55cm,40cm,20cm.2.手提行李重量不超过10公斤。3.手提行李里不能携带液体，枪支，刀具，活体动物以及带有明显异味的物品（海鲜，榴莲等）。
"
246,351,2014310881,11,        清华大学游泳馆的所在地、开放时间、学生票价格、办理游泳卡价格等,"TIMESTAMP=1513238922466	USER=2014310881	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        清华大学游泳馆的所在地、开放时间、学生票价格、办理游泳卡价格等
"
247,352,2016211684,2,"河北或者山东。
山东青岛更合适。
对于交通来说河北和山东都离北京很近，住宿也差不多，但青岛靠海，风景相对于北京来说不一样，有新鲜感。在青岛可以看海，吃海鲜，休闲度假。","TIMESTAMP=1513240284902	USER=2016211684	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=河北或者山东。
山东青岛更合适。
对于交通来说河北和山东都离北京很近，住宿也差不多，但青岛靠海，风景相对于北京来说不一样，有新鲜感。在青岛可以看海，吃海鲜，休闲度假。
"
248,353,2018000001,4,"        1. 托运行李限制：23kg；尺寸：三边之和小于等于157cm；随身行李限制：5kg，三边之和小于等于114cm
2. 随身携带液体或者膏状物体的限制是100ml，需要装在透明封口塑料袋中
3. 刀具以及超过100ml的液体必须托运","TIMESTAMP=1513240299078	USER=2018000001	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        1. 托运行李限制：23kg；尺寸：三边之和小于等于157cm；随身行李限制：5kg，三边之和小于等于114cm
2. 随身携带液体或者膏状物体的限制是100ml，需要装在透明封口塑料袋中
3. 刀具以及超过100ml的液体必须托运
"
249,354,2016211684,11,        清华大学游泳馆 所在地 开放时间 学生票价格 游泳卡价格,"TIMESTAMP=1513240330436	USER=2016211684	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        清华大学游泳馆 所在地 开放时间 学生票价格 游泳卡价格
"
250,355,2018000001,1,        10人新员工培训破冰游戏的玩法,"TIMESTAMP=1513240340186	USER=2018000001	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        10人新员工培训破冰游戏的玩法
"
251,356,2014310881,11,        陈明游泳馆，在清华大学内部，从东北进入比较近，校内7元每次，校外15元每次，时间下午1小时1场，晚上6：30-8：00，8：30-10：00有两场。,"TIMESTAMP=1513239398091	USER=2014310881	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=        陈明游泳馆，在清华大学内部，从东北进入比较近，校内7元每次，校外15元每次，时间下午1小时1场，晚上6：30-8：00，8：30-10：00有两场。
"
252,357,2014310881,3,        清华附近购买死飞的渠道，价格区间和注意事项,"TIMESTAMP=1513239428089	USER=2014310881	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        清华附近购买死飞的渠道，价格区间和注意事项
"
253,358,2016211684,11," 地址：清华大学校内，东大操场对面
学生票价格：7元/次
学生游泳卡：150元/30次，三个月内
开放时间：周一-周五 12:00-13:00， 17:00-18:00， 20:00-21:00， 21:30-22:30； 
                  周六-周日 12:00-13:30，14:00-15:30, 17:00-18:30，20:00-21:00， 21:30-22:30.","TIMESTAMP=1513240702801	USER=2016211684	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer= 地址：清华大学校内，东大操场对面
学生票价格：7元/次
学生游泳卡：150元/30次，三个月内
开放时间：周一-周五 12:00-13:00， 17:00-18:00， 20:00-21:00， 21:30-22:30； 
                  周六-周日 12:00-13:30，14:00-15:30, 17:00-18:30，20:00-21:00， 21:30-22:30.
"
254,359,2016211684,8,        谷歌眼睛 功能 使用方式 售价,"TIMESTAMP=1513240732627	USER=2016211684	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        谷歌眼睛 功能 使用方式 售价
"
255,360,2018000001,1,        游戏名称：解手链，不需要准备，有十个人就可以。每个人拉住两个人的手，在不松手的王匡下慢慢回到一个大圆或者圆环的形状。,"TIMESTAMP=1513240774129	USER=2018000001	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=        游戏名称：解手链，不需要准备，有十个人就可以。每个人拉住两个人的手，在不松手的王匡下慢慢回到一个大圆或者圆环的形状。
"
256,361,2014310881,3,        价格区间不等，几百到几千都有。死飞速度较一般自行车快，但它的刹车系统要多注意，尽量买质量好，价格高的。,"TIMESTAMP=1513239703955	USER=2014310881	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        价格区间不等，几百到几千都有。死飞速度较一般自行车快，但它的刹车系统要多注意，尽量买质量好，价格高的。
"
257,362,2018000001,2,        选择一个适合五月在北京周边旅行一周目的地，从花费（交通住宿娱乐）、价值（哪些活动）、方便程度角度综合考虑,"TIMESTAMP=1513240887976	USER=2018000001	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        选择一个适合五月在北京周边旅行一周目的地，从花费（交通住宿娱乐）、价值（哪些活动）、方便程度角度综合考虑
"
258,363,2014310881,2,      5月要在北京周边地方旅行。从花费，价值和方便程度三方面考虑，选择一个合适的旅行目的地。,"TIMESTAMP=1513239791607	USER=2014310881	TASK=2	ACTION=DESCRIPTION	INFO:	answer=      5月要在北京周边地方旅行。从花费，价值和方便程度三方面考虑，选择一个合适的旅行目的地。
"
259,364,2016211684,8,照相和摄影；语音导航；语音翻译；日程提醒；增强现实。,"TIMESTAMP=1513241105825	USER=2016211684	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=照相和摄影；语音导航；语音翻译；日程提醒；增强现实。
"
260,365,2016211684,7,        戒烟的好处 戒烟的副作用 有效的戒烟方式,"TIMESTAMP=1513241139181	USER=2016211684	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟的好处 戒烟的副作用 有效的戒烟方式
"
261,366,2014310881,2,        从距离，交通，住宿，娱乐等方面我觉得去密云水库，长城等地方比较好，交通相对比较集中，都在北京北部，住宿便宜，环境优美，适合放松，略微不足的就是2，3天可能也就够了，花不了一周，不过可以选一些博物馆参观，有历史人文气息。,"TIMESTAMP=1513240305956	USER=2014310881	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        从距离，交通，住宿，娱乐等方面我觉得去密云水库，长城等地方比较好，交通相对比较集中，都在北京北部，住宿便宜，环境优美，适合放松，略微不足的就是2，3天可能也就够了，花不了一周，不过可以选一些博物馆参观，有历史人文气息。
"
262,367,2016211684,7,"  1、丢弃抽烟用具，如打火机等；
2、用吃口香糖等方式代替抽烟；
3、在想要抽烟的时候多喝水。","TIMESTAMP=1513241701569	USER=2016211684	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=  1、丢弃抽烟用具，如打火机等；
2、用吃口香糖等方式代替抽烟；
3、在想要抽烟的时候多喝水。
"
263,368,2018000001,2,"        十渡、司马台、承德避暑山庄、坝上
推荐十渡，在北京周边，交通最方便，可以选择火车、自驾、和公交车。住宿选择也多，从几十块一晚的农家乐到1200的民宿都可以选择。娱乐活动范围比较大，爬山玻璃栈道蹦极漂流真人CS都可以，而且项目比较成熟。花销上来说因为有公共交通，所以交通费用比较低，住宿如果选择住农家乐也比较省，风景区无需购买门票，而且娱乐项目也有联票可以选择。","TIMESTAMP=1513242539003	USER=2018000001	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        十渡、司马台、承德避暑山庄、坝上
推荐十渡，在北京周边，交通最方便，可以选择火车、自驾、和公交车。住宿选择也多，从几十块一晚的农家乐到1200的民宿都可以选择。娱乐活动范围比较大，爬山玻璃栈道蹦极漂流真人CS都可以，而且项目比较成熟。花销上来说因为有公共交通，所以交通费用比较低，住宿如果选择住农家乐也比较省，风景区无需购买门票，而且娱乐项目也有联票可以选择。
"
266,372,2016050040,8, 谷歌眼镜的功能，售价，使用方式,"TIMESTAMP=1513251011540	USER=2016050040	TASK=8	ACTION=DESCRIPTION	INFO:	answer= 谷歌眼镜的功能，售价，使用方式

"
267,373,2016012299,4,        国际航班对手提和托运行李的重量和体积限制，手提行李可以携带多少液体，哪些可以手提，哪些必须托运,"TIMESTAMP=1513250983834	USER=2016012299	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        国际航班对手提和托运行李的重量和体积限制，手提行李可以携带多少液体，哪些可以手提，哪些必须托运
"
268,374,2016012270,11,小明想在冬天去清华游泳馆游泳，想了解地址、开放时间、学生票价格、游泳卡价格,"TIMESTAMP=1513251058490	USER=2016012270	TASK=11	ACTION=DESCRIPTION	INFO:	answer=小明想在冬天去清华游泳馆游泳，想了解地址、开放时间、学生票价格、游泳卡价格
"
269,375,2016012270,11,"地址：双清路30号清华大学内东大操场对面
开放时间：
周一 至 周五12：00—13：00，17：30—18：30
周六、日 12：00—13：30，14：00—15：30，17：00—18：30
晚场 每天晚上20：00—21：00，21：30—22：30
学生票7元一小时
游泳卡三个月三十次  150元
注：2012年信息","TIMESTAMP=1513251509200	USER=2016012270	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=地址：双清路30号清华大学内东大操场对面
开放时间：
周一 至 周五12：00—13：00，17：30—18：30
周六、日 12：00—13：30，14：00—15：30，17：00—18：30
晚场 每天晚上20：00—21：00，21：30—22：30
学生票7元一小时
游泳卡三个月三十次  150元
注：2012年信息

"
270,376,2016012270,3,小明想在清华附近买一辆死飞，了解购买渠道，注意事项、价格区间,"TIMESTAMP=1513251573326	USER=2016012270	TASK=3	ACTION=DESCRIPTION	INFO:	answer=小明想在清华附近买一辆死飞，了解购买渠道，注意事项、价格区间
"
271,377,2016050040,8,"移动仿真摄像，720P自动对焦高清拍照，手机APP与眼镜看到的视野同步在线直播，各项功能操作语音播报，智能眼镜内侧的LED指示灯隐蔽科学，各项功能在启动时、巡航时用眼镜余光观看便知，绝没有干扰光影响眼睛的正常直视，续航长
，不会产生任何流量费，好看","TIMESTAMP=1513251687852	USER=2016050040	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=移动仿真摄像，720P自动对焦高清拍照，手机APP与眼镜看到的视野同步在线直播，各项功能操作语音播报，智能眼镜内侧的LED指示灯隐蔽科学，各项功能在启动时、巡航时用眼镜余光观看便知，绝没有干扰光影响眼睛的正常直视，续航长
，不会产生任何流量费，好看
"
272,378,2016050040,10,       iPhone6 国内香港售价，香港如何购买，是否需要关税，港版是否支持国内运营商,"TIMESTAMP=1513252277560	USER=2016050040	TASK=10	ACTION=DESCRIPTION	INFO:	answer=       iPhone6 国内香港售价，香港如何购买，是否需要关税，港版是否支持国内运营商
"
273,379,2016012299,4,"        液体不能超过100ml
        重量不能超过7公斤
        体积＜20 40 55cm","TIMESTAMP=1513252411601	USER=2016012299	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        液体不能超过100ml
        重量不能超过7公斤
        体积＜20 40 55cm
"
274,380,2016012299,12,        辽宁号基本信息，历史，战略作用，优势劣势,"TIMESTAMP=1513252469440	USER=2016012299	TASK=12	ACTION=DESCRIPTION	INFO:	answer=        辽宁号基本信息，历史，战略作用，优势劣势
"
275,381,2016050040,10,支持,"TIMESTAMP=1513252775990	USER=2016050040	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=支持
"
276,382,2016050040,1,        适合大约十位新员工的破冰游戏,"TIMESTAMP=1513252843519	USER=2016050040	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        适合大约十位新员工的破冰游戏
"
277,383,2016012270,3,"购买渠道：清华西门外有死飞实体店，淘宝等购物网站购买更普遍
注意事项：不同厂家的死飞差别很大，购买前要注意区分，死飞的构造和普通自行车不同，骑“死飞”前必须先学会怎样刹车，骑“死飞”过程中要精神高度集中，不能开小差，由于没有刹车器，所以不能在公路上骑“死飞”。入门一般为平地花式车
价格区间：入门级从三四百到上千元不等，贵的有五六千","TIMESTAMP=1513252890242	USER=2016012270	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=购买渠道：清华西门外有死飞实体店，淘宝等购物网站购买更普遍
注意事项：不同厂家的死飞差别很大，购买前要注意区分，死飞的构造和普通自行车不同，骑“死飞”前必须先学会怎样刹车，骑“死飞”过程中要精神高度集中，不能开小差，由于没有刹车器，所以不能在公路上骑“死飞”。入门一般为平地花式车
价格区间：入门级从三四百到上千元不等，贵的有五六千

"
278,384,2016012299,12,"        排水量五万余吨
        舰长300多米
        舰宽70多米
        编制员额1000余人
        编制正师级","TIMESTAMP=1513252903363	USER=2016012299	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=        排水量五万余吨
        舰长300多米
        舰宽70多米
        编制员额1000余人
        编制正师级

"
279,385,2016012270,8, 查询谷歌眼镜的功能、使用方式、售价,"TIMESTAMP=1513252925672	USER=2016012270	TASK=8	ACTION=DESCRIPTION	INFO:	answer= 查询谷歌眼镜的功能、使用方式、售价
"
280,386,2016012299,2,        北京周边哪里比较合适进行旅游,"TIMESTAMP=1513252969814	USER=2016012299	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        北京周边哪里比较合适进行旅游
"
281,387,2016050040,1,"        大笑
分为两组，双方队员同时开始以不同的姿态发笑","TIMESTAMP=1513253376388	USER=2016050040	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=        大笑
分为两组，双方队员同时开始以不同的姿态发笑
"
282,388,2016050040,2,        选择一个北京周边适合7天的旅游目的地，考虑花费价值和方便,"TIMESTAMP=1513253499882	USER=2016050040	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        选择一个北京周边适合7天的旅游目的地，考虑花费价值和方便
"
283,389,2016012270,8,查询并增加日程，地图，分享，音乐播放，拍照和摄影，查询时间、天气，联网搜索,"TIMESTAMP=1513253611774	USER=2016012270	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=查询并增加日程，地图，分享，音乐播放，拍照和摄影，查询时间、天气，联网搜索
"
284,390,2016012270,1,查找一个适合十名新员工培训时采用的破冰游戏玩法,"TIMESTAMP=1513253673893	USER=2016012270	TASK=1	ACTION=DESCRIPTION	INFO:	answer=查找一个适合十名新员工培训时采用的破冰游戏玩法
"
285,391,2016012299,2,"        桃山湖
        度假村
        森林公园
        动物园
        我觉得桃山湖比较好，因为远近刚好，可以垂钓观光划船，住宿也较为便宜，150一天，适合休闲","TIMESTAMP=1513253839207	USER=2016012299	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        桃山湖
        度假村
        森林公园
        动物园
        我觉得桃山湖比较好，因为远近刚好，可以垂钓观光划船，住宿也较为便宜，150一天，适合休闲
"
286,392,2016012299,1,        新员工培训，适合十人的破冰游戏,"TIMESTAMP=1513253899842	USER=2016012299	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        新员工培训，适合十人的破冰游戏
"
287,393,2016050040,2,"承德，北戴河，五台山
五台山，虽然花费较多，但是比较有价值，可以玩的比较多，跟团方便","TIMESTAMP=1513254191166	USER=2016050040	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=承德，北戴河，五台山
五台山，虽然花费较多，但是比较有价值，可以玩的比较多，跟团方便
"
288,394,2016012270,1,"解手链
不需要物质上的准备，讲解规则，让学员围成一个圈，右手拉住对面人的手，左手握住另一个人的手，解开","TIMESTAMP=1513254191305	USER=2016012270	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=解手链
不需要物质上的准备，讲解规则，让学员围成一个圈，右手拉住对面人的手，左手握住另一个人的手，解开
"
289,395,2016050040,7,        戒烟的好处，副作用，如何戒烟,"TIMESTAMP=1513254224355	USER=2016050040	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟的好处，副作用，如何戒烟
"
290,396,2016012270,12,查找辽宁号的基本信息、历史，航母能起到的战略作用，辽宁号相对于其他国家的航母的优势和劣势,"TIMESTAMP=1513254248740	USER=2016012270	TASK=12	ACTION=DESCRIPTION	INFO:	answer=查找辽宁号的基本信息、历史，航母能起到的战略作用，辽宁号相对于其他国家的航母的优势和劣势
"
291,397,2016012299,1,"        解手链
        需要了解正确的解开方法，然后现场告诉员工们一定能解开","TIMESTAMP=1513254270042	USER=2016012299	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=        解手链
        需要了解正确的解开方法，然后现场告诉员工们一定能解开
"
292,398,2016012299,7,        戒烟的好处，副作用以及有效方式,"TIMESTAMP=1513254305377	USER=2016012299	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟的好处，副作用以及有效方式
"
293,399,2016050040,7,"        1.不能反复
2.保持健康的生活习惯
3.强大意志力","TIMESTAMP=1513254521772	USER=2016050040	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=        1.不能反复
2.保持健康的生活习惯
3.强大意志力
"
294,400,2016050040,11,        清华大学游泳馆所在地，开放时间，学生票价格，办理游泳卡价格,"TIMESTAMP=1513254575979	USER=2016050040	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        清华大学游泳馆所在地，开放时间，学生票价格，办理游泳卡价格
"
295,401,2016012299,7,"        1 饭后喝水或者吃水果
        2 少去充满烟味的场所
        3 扔掉吸烟用品","TIMESTAMP=1513254564065	USER=2016012299	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=        1 饭后喝水或者吃水果
        2 少去充满烟味的场所
        3 扔掉吸烟用品
"
296,402,2016012299,10,        国内和香港iphone6的价格比较，如何在香港购买，带回国内是否需要关税，港版是否接受国内运营商网络,"TIMESTAMP=1513254663134	USER=2016012299	TASK=10	ACTION=DESCRIPTION	INFO:	answer=        国内和香港iphone6的价格比较，如何在香港购买，带回国内是否需要关税，港版是否接受国内运营商网络
"
297,403,2016050040,11,        地点为清华校内，学生价 7元每次，时间为6.30-7.50，12-13，14-15.30，17。30-18.30，19.30-22.30,"TIMESTAMP=1513255017326	USER=2016050040	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=        地点为清华校内，学生价 7元每次，时间为6.30-7.50，12-13，14-15.30，17。30-18.30，19.30-22.30
"
298,404,2016050040,3,       购买死飞渠道，注意事项，价格,"TIMESTAMP=1513255062823	USER=2016050040	TASK=3	ACTION=DESCRIPTION	INFO:	answer=       购买死飞渠道，注意事项，价格
"
299,405,2016012299,10,        港版iphone6支持移动4g网络，不支持电信,"TIMESTAMP=1513255147870	USER=2016012299	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=        港版iphone6支持移动4g网络，不支持电信
"
300,406,2016012299,3,        清华大学购买死飞自行车，购买渠道，注意事项，价格区间,"TIMESTAMP=1513255188797	USER=2016012299	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        清华大学购买死飞自行车，购买渠道，注意事项，价格区间

"
301,407,2016050040,3,        300-1000,"TIMESTAMP=1513255382199	USER=2016050040	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        300-1000
"
302,408,2016050040,4,        国际航班对行李的限制,"TIMESTAMP=1513255418301	USER=2016050040	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        国际航班对行李的限制
"
303,409,2016012270,12,辽宁号全长300多米，宽70多米，从龙骨到桅杆的高度达到60多米。主甲板以下有10层，主甲板以上岛式上层建筑有9层。“辽宁舰”正常排水量为5万余吨。编制等级为正师级，编制员额1000余人。是一艘常规动力航母。航母舰载机有弹射式起飞、滑跃式起飞、垂直起飞三种方式，根据设计，“辽宁舰”可搭载固定翼飞机和直升机，固定翼舰载机采用的是滑跃式起飞方式。最高航速32节，装载近50架舰载机，装备FL-3000N防空导弹系统,"TIMESTAMP=1513255490173	USER=2016012270	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=辽宁号全长300多米，宽70多米，从龙骨到桅杆的高度达到60多米。主甲板以下有10层，主甲板以上岛式上层建筑有9层。“辽宁舰”正常排水量为5万余吨。编制等级为正师级，编制员额1000余人。是一艘常规动力航母。航母舰载机有弹射式起飞、滑跃式起飞、垂直起飞三种方式，根据设计，“辽宁舰”可搭载固定翼飞机和直升机，固定翼舰载机采用的是滑跃式起飞方式。最高航速32节，装载近50架舰载机，装备FL-3000N防空导弹系统
"
304,410,2016012270,4,国际航班对手提行李、托运行李的重量限制体积限制，手提行李中能携带多少液体，那些物品必须手提，那些物品必须托运,"TIMESTAMP=1513255540826	USER=2016012270	TASK=4	ACTION=DESCRIPTION	INFO:	answer=国际航班对手提行李、托运行李的重量限制体积限制，手提行李中能携带多少液体，那些物品必须手提，那些物品必须托运
"
305,411,2016012299,3,        西门附近有一家专卖店，或者网上购买二手的，价格大概是三四百,"TIMESTAMP=1513255561602	USER=2016012299	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        西门附近有一家专卖店，或者网上购买二手的，价格大概是三四百
"
306,412,2016012299,8,        谷歌眼镜的功能、使用方式和售价,"TIMESTAMP=1513255590347	USER=2016012299	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        谷歌眼镜的功能、使用方式和售价
"
307,413,2016050040,4,        手提重量不能超过7公斤，体积为20*40*55，贵重物品必须手提,"TIMESTAMP=1513255689113	USER=2016050040	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        手提重量不能超过7公斤，体积为20*40*55，贵重物品必须手提
"
308,414,2016050040,12,        辽宁号的基本信息,"TIMESTAMP=1513255718882	USER=2016050040	TASK=12	ACTION=DESCRIPTION	INFO:	answer=        辽宁号的基本信息

"
309,415,2016012299,8,"     类似于智能手机  
     可以支付 拍照 语言视频聊天 地图 查询时间 ","TIMESTAMP=1513255884116	USER=2016012299	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=     类似于智能手机  
     可以支付 拍照 语言视频聊天 地图 查询时间 
"
310,416,2016012299,11,        清华大学游泳馆所在地，开放时间，学生票价格，游泳卡,"TIMESTAMP=1513255947342	USER=2016012299	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        清华大学游泳馆所在地，开放时间，学生票价格，游泳卡
"
311,417,2016012299,11,"        地址：校内近西门
        价格：7元一小时
        时间：中午，下午到晚上有几个时间段，每个时间段持续一小时
        游泳卡：150一张，30次，三个月需用完","TIMESTAMP=1513256642771	USER=2016012299	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=        地址：校内近西门
        价格：7元一小时
        时间：中午，下午到晚上有几个时间段，每个时间段持续一小时
        游泳卡：150一张，30次，三个月需用完
"
312,418,2016012270,4," 1.飞美国的航班，手提行李一件： 小型拉杆箱(大小一般不得超过55厘米×40厘米×23厘米，重量不得超过8公斤）各家航空公司规定不同
2.现在飞美国电子产品不能随身携带
3.随身携带液体每个包装不超过100ml，总共放入1L塑料袋","TIMESTAMP=1513256699812	USER=2016012270	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer= 1.飞美国的航班，手提行李一件： 小型拉杆箱(大小一般不得超过55厘米×40厘米×23厘米，重量不得超过8公斤）各家航空公司规定不同
2.现在飞美国电子产品不能随身携带
3.随身携带液体每个包装不超过100ml，总共放入1L塑料袋
"
313,419,2016012270,10,查找国内和香港的iphone6的售价，如何在香港购买iphone，带回内地是否需要缴纳关税，港版iphone是否支持国内运营商网络,"TIMESTAMP=1513256756194	USER=2016012270	TASK=10	ACTION=DESCRIPTION	INFO:	answer=查找国内和香港的iphone6的售价，如何在香港购买iphone，带回内地是否需要缴纳关税，港版iphone是否支持国内运营商网络
"
314,420,2016050040,12,"        辽宁号长304.5，排水量67500t，采用斜角飞行甲板，宽73m船员人数1000，航速26-30节，是中国购买的“半成品”之后自主完善的。航母充实了我国海军的战斗实力，并且增加国家的威慑力。相对于其他国家航母，辽宁号装备了先进的舰载飞机
装备了足够多的舰载飞机，但是还没有完全形成了有效全面的攻防体系。","TIMESTAMP=1513256853708	USER=2016050040	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=        辽宁号长304.5，排水量67500t，采用斜角飞行甲板，宽73m船员人数1000，航速26-30节，是中国购买的“半成品”之后自主完善的。航母充实了我国海军的战斗实力，并且增加国家的威慑力。相对于其他国家航母，辽宁号装备了先进的舰载飞机
装备了足够多的舰载飞机，但是还没有完全形成了有效全面的攻防体系。

"
315,421,2016012270,10,  不支持电信，支持移动、联通,"TIMESTAMP=1513257395414	USER=2016012270	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=  不支持电信，支持移动、联通
"
316,422,2016012270,2,五月，北京周边一周度假地,"TIMESTAMP=1513257431550	USER=2016012270	TASK=2	ACTION=DESCRIPTION	INFO:	answer=五月，北京周边一周度假地
"
317,423,2016012270,2,"古北水镇，乌兰布统，大溪地度假村
大溪地度假村，自驾可到，度假村设施齐全，度假就是放松","TIMESTAMP=1513258207127	USER=2016012270	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=古北水镇，乌兰布统，大溪地度假村
大溪地度假村，自驾可到，度假村设施齐全，度假就是放松
"
318,424,2016012270,7,戒烟的好处、副作用、有效的戒烟方式,"TIMESTAMP=1513258233488	USER=2016012270	TASK=7	ACTION=DESCRIPTION	INFO:	answer=戒烟的好处、副作用、有效的戒烟方式
"
319,425,2016012270,7,"1.避免前往经常吸烟的场所
2.多做运动，放松心情 
3.戒烟初期找一些自己有兴趣的事情转移注意力","TIMESTAMP=1513258435933	USER=2016012270	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=1.避免前往经常吸烟的场所
2.多做运动，放松心情 
3.戒烟初期找一些自己有兴趣的事情转移注意力
"
322,428,2014012437,1,        查找一个大约十人参与的，适合新员工培训时采用的破冰游戏方案,"TIMESTAMP=1513318752843	USER=2014012437	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        查找一个大约十人参与的，适合新员工培训时采用的破冰游戏方案
"
323,429,2016011317,12,辽宁号的基本信息如排水量，舰长，舷宽，船员人数，航速，武器装备，历史，战略作用，优劣等,"TIMESTAMP=1513318842739	USER=2016011317	TASK=12	ACTION=DESCRIPTION	INFO:	answer=辽宁号的基本信息如排水量，舰长，舷宽，船员人数，航速，武器装备，历史，战略作用，优劣等
"
